ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:2000107	negative regulation of leukocyte apoptotic process	7/1327	47/18670	0.0468355308204859	0.999954174444838	0.999954174444838	JAK3/FOXP1/CCR7/CD27/FADD/EFNA1/AURKB	7
BP	GO:1902476	chloride transmembrane transport	11/1327	88/18670	0.0470507237714108	0.999954174444838	0.999954174444838	PACC1/SLC12A3/GABRE/GABRR2/SLC26A10/GABRR1/SLC26A7/TTYH1/CLIC3/GABRD/SLC26A6	11
BP	GO:0046942	carboxylic acid transport	32/1327	331/18670	0.0472909546424469	0.999954174444838	0.999954174444838	ABCC2/CEACAM1/PSEN1/P2RX7/SLC25A1/SLC25A17/SLC32A1/SLC38A7/AKT2/STX1A/SLC25A11/SLC36A1/PPFIA1/PRKAB2/PER2/SLC38A2/SLC26A10/SLC38A6/AKT1/PPFIA4/SFXN5/NFKBIE/SLC26A7/SLC5A12/LCN1/SLC6A20/MFSD2A/SLC25A22/CLN8/AKR1C1/SLC26A6/SLC25A10	32
BP	GO:0007077	mitotic nuclear envelope disassembly	3/1327	12/18670	0.0485711260686822	0.999954174444838	0.999954174444838	VRK1/PRKCA/CTDNEP1	3
BP	GO:0010649	regulation of cell communication by electrical coupling	3/1327	12/18670	0.0485711260686822	0.999954174444838	0.999954174444838	CALM2/CAMK2D/CALM1	3
BP	GO:0015816	glycine transport	3/1327	12/18670	0.0485711260686822	0.999954174444838	0.999954174444838	SLC32A1/SLC36A1/SLC6A20	3
BP	GO:0044650	adhesion of symbiont to host cell	3/1327	12/18670	0.0485711260686822	0.999954174444838	0.999954174444838	ICAM1/NECTIN2/INHBB	3
BP	GO:0045579	positive regulation of B cell differentiation	3/1327	12/18670	0.0485711260686822	0.999954174444838	0.999954174444838	IL7/CD27/INPP5D	3
BP	GO:0070243	regulation of thymocyte apoptotic process	3/1327	12/18670	0.0485711260686822	0.999954174444838	0.999954174444838	JAK3/ZC3H8/EFNA1	3
BP	GO:0098789	pre-mRNA cleavage required for polyadenylation	3/1327	12/18670	0.0485711260686822	0.999954174444838	0.999954174444838	CPSF1/FIP1L1/CPSF4	3
BP	GO:1901678	iron coordination entity transport	3/1327	12/18670	0.0485711260686822	0.999954174444838	0.999954174444838	SLC22A17/HRG/FLVCR1	3
BP	GO:0043950	positive regulation of cAMP-mediated signaling	4/1327	20/18670	0.0493102757268878	0.999954174444838	0.999954174444838	PRKCA/GPR61/UCN/OR51E2	4
BP	GO:0046931	pore complex assembly	4/1327	20/18670	0.0493102757268878	0.999954174444838	0.999954174444838	P2RX7/NUP98/PLEKHA7/TMEM170A	4
BP	GO:0015804	neutral amino acid transport	6/1327	38/18670	0.0498344591300658	0.999954174444838	0.999954174444838	SLC32A1/SLC38A7/SLC36A1/SLC38A2/NFKBIE/SLC6A20	6
CC	GO:0019814	immunoglobulin complex	89/1384	159/19717	1.86143465846741e-60	1.19131818141914e-57	1.18739937161184e-57	CD79B/CD79A/IGLL1/IGKC/IGKV4-1/IGKV5-2/IGKV3D-20/IGKV3D-11/IGLV4-69/IGLV4-60/IGLV6-57/IGLV10-54/IGLV5-52/IGLV1-51/IGLV1-47/IGLV1-44/IGLV7-43/IGLV1-40/IGLV1-36/IGLV3-27/IGLV3-25/IGLV2-23/IGLV3-22/IGLV3-19/IGLV2-18/IGLV3-16/IGLV2-14/IGLV2-11/IGLC2/IGLC3/IGLC7/TRBJ2-3/TRBC2/IGHA2/IGHG4/IGHG2/IGHG1/IGHG3/IGHJ1/IGHV6-1/IGHV2-5/IGHV3-7/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-21/IGHV3-23/IGHV2-26/IGHV4-28/IGHV3-33/IGHV4-34/IGHV4-39/IGHV1-45/IGHV3-49/IGHV5-51/IGHV3-53/IGHV1-58/IGHV3-66/IGHV3-73/IGLV9-49/IGHV3-64/IGKV3D-15/IGHV4-59/IGHV3-74/IGKV3D-7/IGHV4-31/IGKV2D-30/IGKV1D-8/IGKV1-6/IGKV3-20/IGKV1D-33/IGKV1-17/IGKV1-16/IGKV2-24/IGKV1-9/IGKV1-39/IGKV2D-28/IGKV1D-43/IGKV1D-17/IGKV2-30/IGKV1-5/IGKV3-15/IGKV1D-39/IGKV1-13/IGLL5/IGHV1OR15-1/IGHV3-30/IGKV1D-12/IGHV1-69-2	89
CC	GO:0042571	immunoglobulin complex, circulating	40/1384	72/19717	1.313980213555e-27	4.204736683376e-25	4.190905312707e-25	IGLL1/IGKC/IGLC2/IGLC3/IGLC7/TRBC2/IGHA2/IGHG4/IGHG2/IGHG1/IGHG3/IGHV6-1/IGHV2-5/IGHV3-7/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-21/IGHV3-23/IGHV2-26/IGHV4-28/IGHV3-33/IGHV4-34/IGHV4-39/IGHV1-45/IGHV3-49/IGHV5-51/IGHV3-53/IGHV1-58/IGHV3-66/IGHV3-73/IGHV3-64/IGHV4-59/IGHV3-74/IGHV4-31/IGKV3-20/IGLL5/IGHV1OR15-1/IGHV3-30/IGHV1-69-2	40
CC	GO:0009897	external side of plasma membrane	72/1384	393/19717	4.14186749746496e-14	8.83598399459192e-12	8.80691825776761e-12	CD79B/RTN4R/P2RX7/ICAM1/IL5RA/CD40LG/CLPTM1/CD79A/CEACAM5/CD5/ULBP1/IGSF21/CCR7/IGLL1/CTSV/FLOT1/ENPEP/CD27/ACKR3/MS4A1/VCAM1/ANXA5/IL31RA/CXCR6/XCR1/SELP/CCR4/LAMP1/CXCR3/TNFRSF4/CD3E/IGKC/IGLC2/IGLC3/IGLC7/TRGV3/TRBC2/IGHA2/IGHG4/IGHG2/IGHG1/IGHG3/IGHV6-1/IGHV2-5/IGHV3-7/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-21/IGHV3-23/IGHV2-26/IGHV4-28/IGHV3-33/IGHV4-34/IGHV4-39/IGHV1-45/IGHV3-49/IGHV5-51/IGHV3-53/IGHV1-58/IGHV3-66/IGHV3-73/IGHV3-64/IGHV4-59/IGHV3-74/TRGC2/IGHV4-31/IGLL5/KLRC4-KLRK1/IGHV1OR15-1/IGHV3-30/IGHV1-69-2	72
CC	GO:0042101	T cell receptor complex	34/1384	127/19717	5.91337571179743e-12	9.46140113887589e-10	9.4302781088138e-10	CEACAM1/CD8B/CD3E/TRGV3/TRBV6-6/TRBV5-5/TRBV5-6/TRBV5-1/TRBV4-2/TRBC2/TRAV6/TRAV8-3/TRAV8-4/TRAV12-3/TRAV17/TRAV19/TRAV20/TRAV23DV6/TRDV1/TRAV25/TRAV27/TRAV29DV5/TRAV34/TRAV38-1/TRBV2/TRGC2/TRBV5-4/TRBV29-1/TRBV11-2/TRBV7-4/TRAV1-1/TRBV14/TRBV18/TRBV12-4	34
CC	GO:0072562	blood microparticle	31/1384	147/19717	2.6673245971552e-08	3.41417548435865e-06	3.40294464394958e-06	HRG/BCHE/CFHR3/ALB/ANXA5/HBA1/IGKC/IGKV4-1/IGKV3D-11/IGLV1-47/IGLV3-25/IGLC2/IGLC3/IGHA2/IGHG4/IGHG2/IGHG1/IGHG3/IGHV3-7/IGHV3-13/IGHV3-23/IGKV3-20/IGKV1D-33/IGKV1-17/IGKV1-39/IGKV2D-28/IGKV2-30/IGKV1-5/CFHR1/IGKV3-15/IGKV1D-12	31
CC	GO:0098802	plasma membrane signaling receptor complex	46/1384	295/19717	2.69466472621594e-07	2.874309041297e-05	2.86485407734537e-05	CD79B/TOLLIP/CEACAM1/CSF2RB/CD79A/CHRNB4/PTK2B/ITGB7/ITGA10/CNIH3/SHANK2/HTR3A/CD8B/IFNLR1/CD3E/TRGV3/TRBV6-6/TRBV5-5/TRBV5-6/TRBV5-1/TRBV4-2/TRBC2/TRAV6/TRAV8-3/TRAV8-4/TRAV12-3/TRAV17/TRAV19/TRAV20/TRAV23DV6/TRDV1/TRAV25/TRAV27/TRAV29DV5/TRAV34/TRAV38-1/TRBV2/TRGC2/TRBV5-4/TRBV29-1/TRBV11-2/TRBV7-4/TRAV1-1/TRBV14/TRBV18/TRBV12-4	46
CC	GO:0005838	proteasome regulatory particle	7/1384	21/19717	0.000400476803462782	0.036615022030883	0.0364945778794656	PSMD8/PSMC6/PSMC1/PSMD10/PSMD7/PSMD9/PSMC2	7
CC	GO:0008540	proteasome regulatory particle, base subcomplex	5/1384	12/19717	0.000882409923258633	0.0703719610607549	0.0701404743467393	PSMC6/PSMC1/PSMD10/PSMD9/PSMC2	5
CC	GO:0022624	proteasome accessory complex	7/1384	24/19717	0.000989605702416866	0.0703719610607549	0.0701404743467393	PSMD8/PSMC6/PSMC1/PSMD10/PSMD7/PSMD9/PSMC2	7
CC	GO:0000786	nucleosome	17/1384	107/19717	0.00123211060002223	0.0788550784014229	0.0785956866961551	H2BW2/H2BW1/H2BC5/H4C8/H2AC21/H2BC13/H2AC13/H2AC18/H2BC6/H4C6/H2BC17/H4C7/H2BC9/H2AC16/H4C5/H2AC17/H3C10	17
CC	GO:0000159	protein phosphatase type 2A complex	6/1384	19/19717	0.00144842126486549	0.0842717826830831	0.0839945728716255	PPP2R5A/PPP2R5C/PPP2CB/PPP2R1B/PPP2R5E/PPP2R2A	6
CC	GO:0005849	mRNA cleavage factor complex	6/1384	20/19717	0.00194741066984658	0.103861902391818	0.103520251397108	CPSF1/CSTF1/PIP5K1A/FIP1L1/CPSF4/CPSF2	6
CC	GO:0044815	DNA packaging complex	17/1384	115/19717	0.00272984983532059	0.134392607277321	0.13395052633233	H2BW2/H2BW1/H2BC5/H4C8/H2AC21/H2BC13/H2AC13/H2AC18/H2BC6/H4C6/H2BC17/H4C7/H2BC9/H2AC16/H4C5/H2AC17/H3C10	17
CC	GO:0005774	vacuolar membrane	44/1384	412/19717	0.0036069117827612	0.164887395783369	0.164345003034082	CLEC16A/MCOLN3/ZFYVE26/PSEN1/SLC22A17/VTI1B/VAC14/WDR59/NAPA/AP1S1/MANBA/SLC30A3/TMEM9/ATP6V0B/ABCC11/SLC36A1/ATG14/GNAI1/SLC44A2/ATP6V1E1/TMEM165/ATP6V1G1/FLOT1/ARRB1/ENPEP/NPC1/ARL8A/ATP6V1B2/PI4K2A/TPCN2/MFSD8/BRI3/PIP4P1/VASN/LMBRD1/STX8/AP2A2/LAMP1/LAMTOR4/ENTPD4/UVRAG/GLMP/HLA-DOA/HLA-DOB	44
CC	GO:0005847	mRNA cleavage and polyadenylation specificity factor complex	5/1384	17/19717	0.00513170828478066	0.218952886817308	0.218232647058041	CPSF1/PIP5K1A/FIP1L1/CPSF4/CPSF2	5
CC	GO:0030285	integral component of synaptic vesicle membrane	7/1384	34/19717	0.00831508031685218	0.332603212674087	0.331509123158712	OPRK1/SLC32A1/STX1A/SLC30A3/VAMP4/STX16/LAMP1	7
CC	GO:0008287	protein serine/threonine phosphatase complex	8/1384	45/19717	0.0121159687858804	0.430790001275748	0.429372928903131	PPP2R5A/PPP2R5C/PPP2CB/PPP4R4/PPP2R1B/PPP2R5E/CTDNEP1/PPP2R2A	8
CC	GO:1903293	phosphatase complex	8/1384	45/19717	0.0121159687858804	0.430790001275748	0.429372928903131	PPP2R5A/PPP2R5C/PPP2CB/PPP4R4/PPP2R1B/PPP2R5E/CTDNEP1/PPP2R2A	8
CC	GO:0031201	SNARE complex	8/1384	47/19717	0.0156241973144573	0.513244036421228	0.511555733669842	VTI1B/NAPA/BET1/STX1A/STX16/STX8/BET1L/DOC2B	8
CC	GO:0005765	lysosomal membrane	36/1384	354/19717	0.0161887143778908	0.513244036421228	0.511555733669842	CLEC16A/MCOLN3/ZFYVE26/PSEN1/VTI1B/WDR59/AP1S1/MANBA/SLC30A3/TMEM9/SLC36A1/GNAI1/SLC44A2/ATP6V1E1/TMEM165/ATP6V1G1/FLOT1/ARRB1/ENPEP/NPC1/ARL8A/ATP6V1B2/PI4K2A/TPCN2/MFSD8/BRI3/PIP4P1/VASN/LMBRD1/STX8/AP2A2/LAMP1/LAMTOR4/GLMP/HLA-DOA/HLA-DOB	36
CC	GO:0098852	lytic vacuole membrane	36/1384	355/19717	0.0168408199450715	0.513244036421228	0.511555733669842	CLEC16A/MCOLN3/ZFYVE26/PSEN1/VTI1B/WDR59/AP1S1/MANBA/SLC30A3/TMEM9/SLC36A1/GNAI1/SLC44A2/ATP6V1E1/TMEM165/ATP6V1G1/FLOT1/ARRB1/ENPEP/NPC1/ARL8A/ATP6V1B2/PI4K2A/TPCN2/MFSD8/BRI3/PIP4P1/VASN/LMBRD1/STX8/AP2A2/LAMP1/LAMTOR4/GLMP/HLA-DOA/HLA-DOB	36
CC	GO:0098862	cluster of actin-based cell projections	18/1384	150/19717	0.0179424026310229	0.521960803811574	0.520243827483247	ABCC2/TRPM6/BBS2/DOCK4/MYH10/PEMT/SLC38A2/ENPEP/TMPRSS15/PTH1R/SHANK2/PLB1/MORN4/EPS8L2/FLII/SLC34A3/CEACAM16/SLC26A6	18
CC	GO:0098793	presynapse	47/1384	491/19717	0.018891306136019	0.525671127263137	0.523941945923456	CYP46A1/RTN4R/GNB5/PICALM/PSEN1/OPRK1/P2RX7/VTI1B/SLC32A1/SYT17/NAPA/STX1A/AP1S1/SLC30A3/IGSF21/VAMP4/STX16/SEPTIN6/RNF112/RAB2B/PPT1/LRRC4B/PPFIA1/VPS45/FLOT1/UNC13C/RAB15/STON2/SH3GL1/PPFIA4/PI4K2A/UCN/IL31RA/PPFIBP2/HTR3A/PNOC/RIMS2/KCNA3/KCNA2/GAK/PENK/CLN8/ADRA2C/ROR1/SYN3/LAMP1/DOC2B	47
CC	GO:0005903	brush border	13/1384	99/19717	0.0209217187118437	0.539877383587416	0.538101471141404	ABCC2/TRPM6/MYH10/PEMT/SLC38A2/ENPEP/TMPRSS15/PTH1R/SHANK2/PLB1/FLII/SLC34A3/SLC26A6	13
CC	GO:0005876	spindle microtubule	9/1384	59/19717	0.0210889602963834	0.539877383587416	0.538101471141404	CDC27/TUBG2/ZW10/PARP4/PSRC1/CENPE/CALM2/AURKB/CALM1	9
CC	GO:0031902	late endosome membrane	16/1384	134/19717	0.0256917120959844	0.629153509457282	0.627083925544594	MCOLN3/VTI1B/VAC14/SLC30A3/TMEM9/OSBPL9/CHMP2A/TMEM165/NPC1/ARL8A/VPS37A/PIP4P1/NSG2/STX8/LAMP1/LAMTOR4	16
CC	GO:0032993	protein-DNA complex	22/1384	202/19717	0.0267778155563776	0.629153509457282	0.627083925544594	TBX5/H2BW2/H2BW1/JUND/TERF2/H2BC5/H4C8/RAG2/H2AC21/H2BC13/XRCC6/H2AC13/H2AC18/H2BC6/H4C6/H2BC17/H4C7/H2BC9/H2AC16/H4C5/H2AC17/H3C10	22
CC	GO:0060077	inhibitory synapse	4/1384	17/19717	0.0275254660387561	0.629153509457282	0.627083925544594	SLC32A1/IGSF21/CEP112/MAF1	4
CC	GO:0031526	brush border membrane	8/1384	53/19717	0.0304760429305927	0.672574740537218	0.670362323627556	ABCC2/TRPM6/PEMT/PTH1R/SHANK2/PLB1/SLC34A3/SLC26A6	8
CC	GO:0030496	midbody	19/1384	173/19717	0.0348853178266404	0.744220113634995	0.741772021155933	BCL3/ZFYVE26/ERH/SEPTIN6/GNAI1/RAN/MYH10/PSRC1/CENPE/ARL8A/TBCK/MAP11/FLCN/AURKB/KATNA1/UVRAG/CCDC69/GDI1/MICAL3	19
CC	GO:1902711	GABA-A receptor complex	4/1384	19/19717	0.0401153132592341	0.828187112448703	0.825462812736701	GABRE/GABRR2/GABRR1/GABRD	4
CC	GO:0098563	intrinsic component of synaptic vesicle membrane	7/1384	47/19717	0.0442729113298408	0.885458226596815	0.882545535061957	OPRK1/SLC32A1/STX1A/SLC30A3/VAMP4/STX16/LAMP1	7
CC	GO:0019908	nuclear cyclin-dependent protein kinase holoenzyme complex	3/1384	12/19717	0.0470700387609398	0.893133551379039	0.890195612065293	MNAT1/CCNK/SNW1	3
CC	GO:1902710	GABA receptor complex	4/1384	20/19717	0.0474477199170115	0.893133551379039	0.890195612065293	GABRE/GABRR2/GABRR1/GABRD	4
MF	GO:0003823	antigen binding	69/1253	160/17696	3.02869872428294e-37	2.8772637880688e-34	2.83422438514478e-34	IGLL1/IGKC/IGKV4-1/IGKV5-2/IGKV3D-11/IGLV6-57/IGLV1-51/IGLV1-47/IGLV1-44/IGLV7-43/IGLV1-40/IGLV3-27/IGLV3-25/IGLV2-23/IGLV3-19/IGLV2-14/IGLV2-11/IGLC2/IGLC3/IGLC7/TRGV3/TRBC2/TRAV8-4/TRAV19/TRAV29DV5/IGHA2/IGHG4/IGHG2/IGHG1/IGHG3/IGHV6-1/IGHV2-5/IGHV3-7/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-21/IGHV3-23/IGHV2-26/IGHV4-28/IGHV3-33/IGHV4-34/IGHV4-39/IGHV1-45/IGHV3-49/IGHV5-51/IGHV3-53/IGHV1-58/IGHV3-66/IGHV3-73/IGHV3-64/IGHV4-59/IGHV3-74/IGHV4-31/IGKV3-20/IGKV1D-33/IGKV1-17/IGKV1-16/IGKV1-39/IGKV2D-28/IGKV2-30/IGKV1-5/IGKV3-15/IGKV1D-39/IGLL5/IGHV1OR15-1/IGHV3-30/IGKV1D-12/IGHV1-69-2	69
MF	GO:0034987	immunoglobulin receptor binding	39/1253	76/17696	4.20332304111207e-25	1.99657844452823e-22	1.96671272818349e-22	IGLL1/IGKC/IGLC2/IGLC3/IGLC7/TRBC2/IGHA2/IGHG4/IGHG2/IGHG1/IGHG3/IGHV6-1/IGHV2-5/IGHV3-7/IGHV3-11/IGHV3-13/IGHV3-15/IGHV3-21/IGHV3-23/IGHV2-26/IGHV4-28/IGHV3-33/IGHV4-34/IGHV4-39/IGHV1-45/IGHV3-49/IGHV5-51/IGHV3-53/IGHV1-58/IGHV3-66/IGHV3-73/IGHV3-64/IGHV4-59/IGHV3-74/IGHV4-31/IGLL5/IGHV1OR15-1/IGHV3-30/IGHV1-69-2	39
MF	GO:0019957	C-C chemokine binding	7/1253	24/17696	0.00104082657057356	0.329595080681626	0.324664849557856	CCR7/ZFP36/ACKR3/CXCR6/XCR1/CCR4/CXCR3	7
MF	GO:0072542	protein phosphatase activator activity	5/1253	13/17696	0.00140472124481106	0.333621295642627	0.328630838588693	PPP2R5A/PPP2R5C/CALM2/PPP2R5E/CALM1	5
MF	GO:0016290	palmitoyl-CoA hydrolase activity	5/1253	14/17696	0.00205853200718382	0.391121081364925	0.385270516712929	ACOT2/PPT1/ACOT11/ACOT12/ACOT1	5
MF	GO:0019211	phosphatase activator activity	5/1253	16/17696	0.00398746566051224	0.524111752485316	0.516271853694677	PPP2R5A/PPP2R5C/CALM2/PPP2R5E/CALM1	5
MF	GO:0023026	MHC class II protein complex binding	5/1253	16/17696	0.00398746566051224	0.524111752485316	0.516271853694677	HSP90AA1/YWHAE/MS4A1/HLA-DOA/HLA-DOB	5
MF	GO:0016493	C-C chemokine receptor activity	6/1253	23/17696	0.00441357265250793	0.524111752485316	0.516271853694677	CCR7/ACKR3/CXCR6/XCR1/CCR4/CXCR3	6
MF	GO:0005310	dicarboxylic acid transmembrane transporter activity	8/1253	39/17696	0.00527966958781137	0.535337664751081	0.527329843727104	ABCC2/SLC38A7/SLC25A11/SLC26A10/SLC26A7/SLC25A22/SLC26A6/SLC25A10	8
MF	GO:0019956	chemokine binding	7/1253	32/17696	0.00615851221131485	0.535337664751081	0.527329843727104	CCR7/ZFP36/ACKR3/CXCR6/XCR1/CCR4/CXCR3	7
MF	GO:0042287	MHC protein binding	8/1253	40/17696	0.0061986466444862	0.535337664751081	0.527329843727104	FAM49B/CD8B/TRGV3/TRAV8-4/TRAV19/TRAV29DV5/KIR2DS4/KLRC4-KLRK1	8
MF	GO:0023023	MHC protein complex binding	6/1253	25/17696	0.00685771733170852	0.542902622093591	0.534781641042884	HSP90AA1/YWHAE/FAM49B/MS4A1/HLA-DOA/HLA-DOB	6
MF	GO:0001637	G protein-coupled chemoattractant receptor activity	6/1253	26/17696	0.00839115995389272	0.569400139728435	0.560882796918092	CCR7/ACKR3/CXCR6/XCR1/CCR4/CXCR3	6
MF	GO:0004950	chemokine receptor activity	6/1253	26/17696	0.00839115995389272	0.569400139728435	0.560882796918092	CCR7/ACKR3/CXCR6/XCR1/CCR4/CXCR3	6
MF	GO:0031418	L-ascorbic acid binding	5/1253	20/17696	0.0111723737252183	0.63795938940383	0.628416506570643	P4HA2/PHYH/P3H1/P4HA1/PLOD2	5
MF	GO:0047617	acyl-CoA hydrolase activity	5/1253	20/17696	0.0111723737252183	0.63795938940383	0.628416506570643	ACOT2/PPT1/ACOT11/ACOT12/ACOT1	5
MF	GO:0016706	2-oxoglutarate-dependent dioxygenase activity	8/1253	45/17696	0.0127142474827489	0.63795938940383	0.628416506570643	P4HA2/ALKBH5/ALKBH1/PHYH/P3H1/P4HA1/PLOD2/HSPBAP1	8
MF	GO:0008200	ion channel inhibitor activity	7/1253	37/17696	0.0138472313040506	0.63795938940383	0.628416506570643	VTI1B/STX1A/CALM2/CAMK2D/STX8/LYNX1/CALM1	7
MF	GO:0001162	RNA polymerase II intronic transcription regulatory region sequence-specific DNA binding	4/1253	14/17696	0.0141022601868215	0.63795938940383	0.628416506570643	ZC3H8/VAX1/EMX2/HSF1	4
MF	GO:0015556	C4-dicarboxylate transmembrane transporter activity	4/1253	14/17696	0.0141022601868215	0.63795938940383	0.628416506570643	SLC38A7/SLC25A11/SLC25A22/SLC25A10	4
MF	GO:0031432	titin binding	4/1253	14/17696	0.0141022601868215	0.63795938940383	0.628416506570643	CALM2/CAMK2D/ANKRD2/CALM1	4
MF	GO:0016248	channel inhibitor activity	7/1253	38/17696	0.0159650235918167	0.681619513920094	0.67142354335176	VTI1B/STX1A/CALM2/CAMK2D/STX8/LYNX1/CALM1	7
MF	GO:0016289	CoA hydrolase activity	5/1253	22/17696	0.016873134004102	0.681619513920094	0.67142354335176	ACOT2/PPT1/ACOT11/ACOT12/ACOT1	5
MF	GO:0005246	calcium channel regulator activity	8/1253	48/17696	0.0184723115656937	0.681619513920094	0.67142354335176	STX1A/YWHAE/HPCAL4/REM2/CALM2/STIM1/CALM1/C8orf44-SGK3	8
MF	GO:0005484	SNAP receptor activity	6/1253	31/17696	0.0198559384030931	0.681619513920094	0.67142354335176	VTI1B/BET1/STX1A/STX16/STX8/BET1L	6
MF	GO:0016667	oxidoreductase activity, acting on a sulfur group of donors	9/1253	58/17696	0.0199923594842895	0.681619513920094	0.67142354335176	TXNDC12/TXNDC17/TMX1/PCYOX1L/MSRB2/GSTO1/MSRA/GLRX5/TXNRD2	9
MF	GO:0008509	anion transmembrane transporter activity	34/1253	336/17696	0.0226249553327793	0.681619513920094	0.67142354335176	ABCC2/PACC1/SLC12A3/CEACAM1/SLC25A1/SLC25A17/SLC32A1/GABRE/SLC38A7/SLC25A11/GABRR2/SLC4A3/ABCC11/SLC36A1/SLC52A1/SLC38A2/SLC26A10/SLC9A5/SLC38A6/SFXN5/GABRR1/SLC26A7/SLC25A25/SLC5A12/SLC24A2/SLC6A20/TTYH1/MFSD2A/CLIC3/SLC25A22/ANO9/GABRD/SLC26A6/SLC25A10	34
MF	GO:0000400	four-way junction DNA binding	4/1253	16/17696	0.0229007663337539	0.681619513920094	0.67142354335176	HMGB3/YY1/XRCC3/RAD51B	4
MF	GO:0015116	sulfate transmembrane transporter activity	4/1253	16/17696	0.0229007663337539	0.681619513920094	0.67142354335176	SLC26A10/SLC26A7/SLC26A6/SLC25A10	4
MF	GO:0016881	acid-amino acid ligase activity	4/1253	16/17696	0.0229007663337539	0.681619513920094	0.67142354335176	GCLC/GSS/TTL/PAICS	4
MF	GO:0005342	organic acid transmembrane transporter activity	18/1253	153/17696	0.0231992563468546	0.681619513920094	0.67142354335176	ABCC2/CEACAM1/SLC25A1/SLC32A1/SLC38A7/SLC25A11/SLC36A1/SLC38A2/SLC26A10/SLC38A6/SFXN5/SLC26A7/SLC5A12/SLC6A20/MFSD2A/SLC25A22/SLC26A6/SLC25A10	18
MF	GO:0046943	carboxylic acid transmembrane transporter activity	18/1253	153/17696	0.0231992563468546	0.681619513920094	0.67142354335176	ABCC2/CEACAM1/SLC25A1/SLC32A1/SLC38A7/SLC25A11/SLC36A1/SLC38A2/SLC26A10/SLC38A6/SFXN5/SLC26A7/SLC5A12/SLC6A20/MFSD2A/SLC25A22/SLC26A6/SLC25A10	18
MF	GO:0004520	endodeoxyribonuclease activity	7/1253	41/17696	0.0236773094309085	0.681619513920094	0.67142354335176	ERCC1/MRE11/APEX1/XRCC3/TATDN1/ENDOV/SLX1B	7
MF	GO:0001161	intronic transcription regulatory region sequence-specific DNA binding	4/1253	17/17696	0.0283091276870786	0.716312339661826	0.705597418237521	ZC3H8/VAX1/EMX2/HSF1	4
MF	GO:0017081	chloride channel regulator activity	4/1253	17/17696	0.0283091276870786	0.716312339661826	0.705597418237521	VTI1B/STX1A/STX8/C8orf44-SGK3	4
MF	GO:0019531	oxalate transmembrane transporter activity	3/1253	10/17696	0.0291643573505795	0.716312339661826	0.705597418237521	SLC26A10/SLC26A7/SLC26A6	3
MF	GO:0019869	chloride channel inhibitor activity	3/1253	10/17696	0.0291643573505795	0.716312339661826	0.705597418237521	VTI1B/STX1A/STX8	3
MF	GO:0140078	class I DNA-(apurinic or apyrimidinic site) endonuclease activity	3/1253	10/17696	0.0291643573505795	0.716312339661826	0.705597418237521	ALKBH1/APEX1/NEIL1	3
MF	GO:0019888	protein phosphatase regulator activity	11/1253	82/17696	0.0294065065755907	0.716312339661826	0.705597418237521	PPP2R5A/PPP2R5C/PPP1R16B/PPP4R4/PPP2R1B/CALM2/PPP1R1C/PPP2R5E/PPP1R35/CALM1/PPP2R2A	11
MF	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	18/1253	159/17696	0.0325570835785346	0.720188456353824	0.70941555423662	CYP46A1/P4HA2/MOXD1/ALKBH5/ALKBH1/PHYH/P3H1/COQ6/P4HA1/CYP2G1P/AKR1C2/PLOD2/HSPBAP1/CYP7B1/AKR1C1/CYP2A7/MICAL3/AKR1C8P	18
MF	GO:0061135	endopeptidase regulator activity	20/1253	182/17696	0.0333198074969069	0.720188456353824	0.70941555423662	BIRC3/SPP2/CST7/VSIR/SPOCK2/HRG/WFDC3/CSTL1/SPINK5/ARRB1/CD27/SERPINA10/SPINK7/LCN1/SERPINB8/SPOCK3/SPINK14/SERPINB13/SPINK13/COL28A1	20
MF	GO:0015026	coreceptor activity	7/1253	44/17696	0.0336280710959989	0.720188456353824	0.70941555423662	NRP1/PTK7/NECTIN2/ACKR3/CD8B/CXCR6/ROR1	7
MF	GO:0016879	ligase activity, forming carbon-nitrogen bonds	7/1253	44/17696	0.0336280710959989	0.720188456353824	0.70941555423662	GCLC/ASNS/GSS/TTL/PAICS/ADSS1/GATC	7
MF	GO:0140375	immune receptor activity	15/1253	128/17696	0.0370698615582633	0.720188456353824	0.70941555423662	IL5RA/CSF2RB/CR2/CCR7/ACKR3/IL17RC/IL31RA/CXCR6/XCR1/CCR4/IFNLR1/CXCR3/HLA-DOA/HLA-DOB/KLRC4-KLRK1	15
MF	GO:0016783	sulfurtransferase activity	3/1253	11/17696	0.0380330150868326	0.720188456353824	0.70941555423662	TRMU/MBIP/NFS1	3
MF	GO:0019855	calcium channel inhibitor activity	3/1253	11/17696	0.0380330150868326	0.720188456353824	0.70941555423662	STX1A/CALM2/CALM1	3
MF	GO:0102991	myristoyl-CoA hydrolase activity	3/1253	11/17696	0.0380330150868326	0.720188456353824	0.70941555423662	ACOT2/ACOT11/ACOT1	3
